,created_at,positive,neutral,negative,count
8,2021-11-09 08,0.012466666666666666,0.9698,0.0178,15
9,2021-11-09 09,0.04425,0.909375,0.046375,8
10,2021-11-09 10,0.10372222222222222,0.8785555555555555,0.017722222222222223,18
11,2021-11-09 11,0.08526315789473683,0.901157894736842,0.013578947368421053,19
12,2021-11-09 12,0.04215,0.9408,0.01705,40
13,2021-11-09 13,0.08980851063829788,0.8834255319148936,0.026744680851063834,47
14,2021-11-09 14,0.03140625,0.92678125,0.0418125,32
15,2021-11-09 15,0.05928571428571429,0.8729999999999999,0.06771428571428571,42
16,2021-11-09 16,0.12080821917808221,0.8462054794520547,0.03297260273972603,73
17,2021-11-09 17,0.08556000000000001,0.8833199999999999,0.03116,50
18,2021-11-09 18,0.09402272727272729,0.8838409090909092,0.022136363636363635,44
19,2021-11-09 19,0.0973095238095238,0.8866071428571428,0.004178571428571429,84
20,2021-11-09 20,0.08179220779220779,0.8663896103896105,0.05187012987012987,77
21,2021-11-09 21,0.0735735294117647,0.8756323529411765,0.05083823529411764,68
22,2021-11-09 22,0.12028205128205127,0.8575769230769231,0.02212820512820513,78
23,2021-11-09 23,0.12344303797468355,0.8524303797468354,0.02410126582278481,79
0,2021-11-10 00,0.08745365853658536,0.8928292682926829,0.01969756097560976,205
1,2021-11-10 01,0.11929411764705883,0.8528088235294118,0.020536764705882355,136
2,2021-11-10 02,0.08324,0.9004800000000001,0.01627,100
3,2021-11-10 03,0.10717600000000001,0.870896,0.013944,125
